,name,brand,reviews.rating,reviews.text,reviews.title,sentiment
14936,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I love my tablet!! I didn't think at first that I would like this size but it is perfect for me. I would recommend this tablet to all my friends.,Great tablet.,Positive
14937,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I bought the 16 gig Fire 7 tablet and added the 64 gig sim card before I went on a trip to Iceland. My plan was to use it to read kindle books I had in my library, but also to use it to read email on the 7 day trip. Since it was a wifi only device, I was dependent on the hotels I stayed in to have wifi. No problem there, they all had free wifi. (This was great since I had tried to use my old kindle to access the internet and it never really worked, and no email was happening.)There were three bonuses: Internet access, games (solitare, sodoko, etc.) and movies on the plane, and when it was too rainy to get out my SLR to take pictures, I could use my camera on the Fire 7 and easily wipe the rain off of the screen. The fire was small enough that it was easy to put in my carry on and I didn't have to take it out for TSA screening. All in all, it was perfect for the trip, oh yes, I had subscribed to the Washington Post before I left and that meant I could keep up with the political news and hurricane Matthew circling back across the atlantic to hit Iceland and bite us. Only bad thing, not fire7's fault, was that because of matthew's rain, we didn't see any northern lights. Good thing I had my own personal entertainment system--Fire 7 tablet.",Excellent tablet/reader for travel,Neutral
14938,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Easy to use for books and audio. Will use on vacation.,Love the Kindle.,Positive
14939,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Our 3rd Amazon fire. The battery life is outstanding. Really nice when reading a book not having to worry about the battery. Nice size.,Amazon fire,Positive
14940,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This tablet is perfect for my needs which are mostly online books.,Neat tablet,Positive
14941,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Love my kindle it's the best size for the price. Wonderful applications to download for reading, play movies and music. A plus rating",Great Amazon product,Positive
14942,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Great price for a Kindle Fire. Lightweight, easy to hold and use.",Easy to hold and use.,Positive
14943,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Good item for children and is very inexpensive. Easy to hold and has a cover designed for it.,user friendly,Positive
14944,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Bought this tablet to read books and it also has other good qualities.,Great tablet for the cost,Positive
14945,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,1.0,"I bought this product 4 months back. It is very slow, i can't open any app in 15 seconds. OS is different than others so we can't get normal apps easily. Only one thing i can say is slow slow slow performance. I don't know how to replace it. Need some help from best buy people.I don't know whether i got defective piece or this is the actual performance",Worst product,Neutral
14946,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Great tablet especially for the price it's not an iPad by any means but will run and play a lot of androids apps works off wifi and has a micro ad card reader,Good cheap tablet,Positive
14947,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,works well worth the price good quality product have not had a problem,really nice,Positive
14948,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I've had kindles for years and this latest one is also right up at the top,good value,Positive
14949,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Really enjoyed this product, books, music, weather, news at my finger tip. A big part of my life. I use at on the train, on my breaks at work, at home.",Great!!,Positive
14950,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,The images are crisp and text very easy to read. Apps are good and easy to navigate. Love it.,"Great images, clear text",Positive
14951,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Nice product I like the color of the screen very clear,Good product,Positive
14952,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"I like the tablet; however, there are occasions when it does not boot up when it is turned on. I probably need to take it into the store so that a determination can be made and it can be fixed.",I like the size and the fact that it is compact.,Neutral
14953,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I'll update this after Christmas but I read many reviews when purchasing ANYTHING. Surprised to having read about many problems with the Fire 8. That's why I'm going with the reliable 7. Its a good starting tablet for the wife and she mentioned it to me. Went with the higher storage 16gb over 8 even though you can buy micro sd cards up to 128gb now. Picked up a case at BB (1/2 price) and a micro sd (32gb).Just wait till Christmas morn now,Christmas Gift,Positive
14954,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,3.0,"Serves the purpose for which it was bought, ; I.e. Facebook",Good price,Neutral
14955,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Got this tablet to replace the one that had the screen cracked, cheaper than getting the screen replaced",Nice simple tablet,Neutral
14956,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This is a great product at a great price I would definitely recommend this to anybody especially good for college students or people that read books etc.,Great tablet,Positive
14957,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,It was just what I was looking for. So far I have had no issues with it.,Very good.,Neutral
14958,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"This is so awesome, I can check my email when I'm not at home, if the place I'm visiting has WIFI. It also plays games! A true multi-tasker!",Gotta get yourself one of these!,Positive
14959,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",Great tablet for school age,Positive
14960,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Love it. It does all I need and then some. Great price and great features.,"Great tablet, great price.",Positive
14961,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Bought this as a surprise gift and the recipient loves it!,Great gift at a great price,Neutral
14962,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,2.0,Kindle is good as long as it is plugged into a wall outlet. The battery lasts a mere 15 minutes as a portable unit. Not happy with this. Takes an hour to charge the battery to 100% yet drains in 15 minutes. There`s something mathematically wrong with this equation.,Good as long as it is plugged in to outlet.,Neutral
14963,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This tablet has been wonderful for my 8 yr old son. The parental controls are perfect for making sure he doesn't purchase the wrong things.,Great tablet,Positive
14964,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Easy to use. Crystal clear display. Two finger operation took some getting used to. Kept all my settings from previous model. Books already purchased were still available.,Nice improvement over previous models,Neutral
14965,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Good for pleasure not for work. But good value for what you pay.,Good,Positive
14966,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Just what I was looking for. Needed a book that I could take on a vacation,Just what I was looking for,Neutral
14967,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,It's great for kids for a cheap iPad alternative however need credit card and no way to prevent accidental purchases,Fire tablet,Positive
14968,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I bought this for my step mom who likes playing solitaire. She wore her hand held game out and couldn't find a replacement. She just loves it and can do a lot of other things on it.,Great for step mother,Negative
14969,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Decent camera, clarity on the screen, fast downloads.",great tablet,Neutral
14970,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This is a great tablet at a great price! We bought a number of them as raffle prizes for our employee appreciation party and everybody loved them!,Great tablet!,Positive
14971,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Got it as a gift and they loved it. Was told it works great and very efficient.,Made a great gift,Positive
14972,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I bought two of these, one for my son and the other for nephew, they love it. I downloaded kidsmode on it and all their educational games they can play besides regular Games.",Great & Easy to Use.,Neutral
14973,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Looks nice can't wait to try it out! Great price for a tablet.,Gift For Son,Positive
14974,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I made this purchase for myself to free up space on my phone. Now I use it for books, movies and a lot more!",Should have bought one long ago!,Positive
14975,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,We wanted a tablet to take pictures and to access the internet. This product does both well.,Nice item.,Neutral
14976,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,3.0,"I ordered this online on black Friday, I live about 30 miles from nearest store and I saw the special on their website, so why not I thought. Came in yesterday. Maybe it's just because I'm not familiar with this product; I'm used to Android tablets that have you set up with your Google account. This one you set up with your Amazon account. OK, no big deal I thought, at first. Then I found it very difficult to install the free 6 month Webroot it came with. I went to Google Play as instructed, it says installed, but there is no Open button to click to continue the process, as instructed. When I contacted Amazon customer support, I was told I can't use Google Play on it and to use the app store instead. I was given a link for Webroot installation but it didn't help. I downloaded Google Chrome but can't find it on the device. No youtube, facebook, gmail apps; won't install. Again, maybe I'm just not used to the product but if I can't use Google apps on it, I won't like this. It's actually for my son and even though teens are often smarter than we adults when it comes to gadgets, LOL, I don't think he will like this either. So I'm returning this; hopefully can find an Android tablet I like (and affordable) at Best Buy.",Confusing for me; returning,Neutral
14977,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,1.0,This is not like other android tablets in a bad way.,Not like other android tablets,Negative
14978,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,We've had this tablet for about a month and have no complaints. Great tablet for a kid with lots of storage for games!,Great tablet,Positive
14979,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I'VE had other kindles and when my current ones storage became low I knew I wanted to purchase another one. It can be used for a variety of uses.,Great product for reading.,Neutral
14980,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Kindle fire is great! I already have one myself, so am happy to be giving one as a gift!",kindle fire is great,Positive
14981,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This device performs great! For the price it's really a steal. Affordable and easy to use.,Great Value,Positive
14982,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Gave this to my son who breaks everything and so far has lasted through a couple drops. Easy to use and upload content.,Durable,Positive
14983,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"Wanted something to use while charging my iPad, easy to use.",Does it's job,Positive
14984,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Bought for the grandkids and they work great might get one for myself,Great for kids,Positive
14985,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Small enough to carry every where. When he is using it, you can hear a pin drop.",Great for my grandson,Neutral
14986,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"Works great, good price. Would buy it again. Kids have great time with it.","Great tablet, good price",Positive
14987,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Bought this for my 7 year old so he could play games on those looooooong hockey game car rides -- this tablet was more than enough for what we needed and the app selection is good in the Amazon store! No complaints here!,Fine for what we need,Positive
14988,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,2.0,"Bought this for my toddler to watch his shows on netflix amazon and vudu. Vudu isnt compatable, netflix is so slow it kept buffering, so he got upset. Acording to its specs it has a faster processing system than my linsay tablet bit its five times slower atleast. Downloading anything takes forever. It was also very difficult to navigate.Over all waste of money",Piece of junk,Negative
14989,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Upgraded my kindle, easy and fast transfer from old to new",Great reading tool,Positive
14990,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Smaller overall size with the same screen size of our older kindle fire. Faster processor.,Kindle hd7,Neutral
14991,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I have not been a fan of anything Android, but Amazon did this one right. I've had none of the issues I've experienced with other Android tablets, and it works great for shopping, browsing, reading, and listening to music.",Used daily,Positive
14992,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,My order came on time and great price. This item is a gift for a family member.,My order,Positive
14993,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Tablets are best used for personal reading. Clear and it like a book. you dont have to sahre,Its a gift,Positive
14994,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I love this and it's great for kids got it for a early Christmas gift for a friends son and he loves it,Great amazon fire,Positive
14995,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This product does what it say it do. I really enjoy reading,Kindle tablet,Positive
14996,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Bought this for my 9 year old granddaughter. She loved it. Easy to use and excellent display. I am considering one for myself now that I've seen and used hers. Very light also.,Great Tablet!,Positive
14997,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"Works great with good storage but, lacks online browsing speed.",Great tablet for app gaming,Positive
14998,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Purchased as a gift, the recipient is very happy and surprised with the performance, thinking of buying another one for myself.","Great Product, excellent price.",Positive
14999,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I love the fact that this Kindle has an expansion slot so I can add memory for movie and music (and book!) downloads! Awesome!,"Best 7"" Kindle ever",Positive
15000,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,He is a wizard with computers and tablets and knows much more than me.,For my grandson.,Positive
15001,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,It was amazing everything was perfect and it came on time,Love it,Positive
15002,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I bought this for reading/listening books. Love the availability to expand the memory. Now I can load movies and tons of books! :-),Great tablet!!!,Positive
15003,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Bought as a gift but have not had any issues with products purchased from you,Gift,Neutral
15004,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Gave it to my grandkids (ages 3, 4 & 9) for Christmas and they loved it.",Great for kids,Positive
15005,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Gave it to my grandkids(ages 3, 4 & 9) for Christmas and they loved it.",Great for kids,Positive
15006,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Boxed well, easy to set up, and pretty easy to get the hang of.",Great Tablet for anyone.,Positive
15007,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,It is good tablet for any age love it very easy to use,excellent item,Positive
15008,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Was recommended to purchase by a family member who has one who is very happy with it,Heard good things about it,Positive
15009,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I APPRECIATE the ease of purchasing and reading ! I have found every book title I want plus the recommended books have led me to find new Authors!,Im so happy with this product - Reading is GREAT!,Neutral
15010,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Easy to use. A useful source for kids activity while on the road load up movies books and games! Cheap product but great use good education for ur kids too,Easy to use,Positive
15011,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,3.0,is a God tablet but the camera could be a little better,good tablet to star,Neutral
15012,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Very satisfied. Price was great. The curved screen is nice but I believe you get more TV with straight screen. I believe it is just a viewers choice. We have a sound system so I can't speak about the sound.,Great color,Positive
15013,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,2.0,Bought it accidentally. Meant to get an 8 inch screen.,Too small,Neutral
15014,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"Tablets have come a long way. This is much better than my piece of junk nextbook. For the 70-75 dollars, I bought this for it is great and stays on wifi much better than my old tablet. It is small enough to travel with and browses much faster online than what I used to use. The sound quality is not bad.... and I will also give a spoiler that neither style of apple earbuds will work with this. I have some cheap earbuds that will work with the fire.",Good For a Cheap Tablet,Positive
15015,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Love it will recommend it to my friends.Found it to be as good as having a I pad.You can take good photos and face time as well as text.A vary llite tablet that comes in a number of colors.You can also use it out doors because it has a polarizing filter.,Love it,Positive
15016,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Love the features my new Kindle Fire has - very user friendly!,Great e-reader!,Positive
15017,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Good deal and a great price. Wish the Geek Squad knew more about combining kindle accounts,good deal and on sale too!,Positive
15018,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Good tablet for the price, and excellent for kids.",Good tablet for kids,Positive
15019,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I am pleasantly surprised at how well this works. I bought the e reader and it didn't work so I was nervous buying this kindle. But it works great and my son loves it!,Tablet for my son,Positive
15020,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Not bad for the price and what it can do. It's decent just for web browsing.,Nice basic item,Positive
15021,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,best kindle so far.much slimmer profile. Battery last much longer and it doesn't seem to have the charging issues my other 3 had,Much slimmer profile,Positive
15022,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"If you are a Amazon Prime member, this is one of the best tablets to have, awesome!",Awesome!!!,Positive
15023,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,The connectivity was okay to setup for access the navigation was a little clumsy. Overall good product for a good price in it's category.,A great value for the product,Positive
15024,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Compared to all other 7 inch Tablets, this Amazon Fire Tab just outperforms them by miles. And yes you can add the Google Play Store without rooting the device.",Simply Awesome.,Neutral
15025,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Purchased this for my grandchildren for Christmas and they absolutely love it, haven't put it down since they received them...Thanks Best Buy!!!",Tablet,Positive
15026,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Purchased these for Christmas gifts. Assuming they were satisfactory because I didn't hear of need for returning. Purchased as angel tree gifts for preteens.,Great gift!,Neutral
15027,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,This tablet has far exceeded my expectations. The price was way lower than most other tablets but it does everything I need and want.,Great product for a great price,Neutral
15028,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,My second Kindle fire. Lives up to Amazon'so description,Did not read reviews.,Neutral
15029,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Easy for reading, easy to hold - can send emails, takes pictures - must be connected to WIFI to get setup.",Great for our 10 yr old Granddaughter - Loves it!,Positive
15030,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I bought this tablet for my 10 year old grandson. He loves it! It is very easy to operate and has a great display.,Great tablet for beginner,Positive
15031,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,My son LOVES it! Easy to use and download books. Requested for his Birthday gift.,Great!,Positive
15032,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Bought this for a gift for some one who's old tablet won't work. Just the right size to play games on.,Great gift,Neutral
15033,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I bought this tablet for my 8 year old granddaughter. She loves it!!! The display is very clear and easy to see. The set up allows for you to choose child safe settings with PIN protected parent lock to help protect young users from inappropriate content. This is well worth the affordable cost!,A great tablet at a fabulous price,Positive
15034,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,So happy with the color choices! This will be perfect for my 10 year old and I am thrilled with thr price!,Perfect for my son!,Positive
15035,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Good tablet for my baby.keeps him busy. I love it.,Good for kids,Positive
15036,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This Fire worked great but I returned it because it was not the one I wantedBest Buy took it back for a full refund with no problems Best Buy is alsome,This unit worked great,Positive
15037,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,3.0,The sleek design and colors available for small kids is good. The tablet is a nice price and useful.,ok tablet for a small child,Positive
15038,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"Works well, some issues with installing Google Play apps. Great battery life",good basic tablet,Positive
15039,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Very nice tablet I like the size of it too nice for a young person,Yes,Positive
15040,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I bought this tablet for my three year old niece. It was easy to set up for her, and she loves it. I also purchased the Kids Free case, to protect it.",Great tablet!,Positive
15041,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,My daughter likes her new kindle. It's her second one! She was surprised we bought her another one. The first one lasted 4 years!,It's her second one!,Neutral
15042,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"The Kindle was bought for my nine year old grandson for Christmas. He wanted something to play games on and watch You Tube. Works great, no issues. Would recommend for any age, great price too!",Kindle,Positive
15043,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,We bought the fire for my 85 yr old aunt. She loves it!! Easy to use,Love It,Positive
15044,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Allows me to watch and read digitally. Great product,Excellent Product For The Price,Positive
15045,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This is a great gift has every thing you need to have fun,Great,Positive
15046,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I use it daily to check emails, social media and recipes.",good for emails and social media,Neutral
15047,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Bought this tablet after a cheaper model quit working. I found all my cloud items already available being Prime Member.,Easy access to my magazines and books.,Positive
15048,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Great product! I will recommend this to all of my family and friends.,Great product,Positive
15049,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,3.0,I do like the Fire Tablet - but I feel that if it is going to have a camera it should have been a better camera. The internet works but I find it takes a while to load. I have read a book on it but - I prefer to use my original paper white - that can be read in any lighting including outside. But for what it is and the price it was - its a good product.,Wish it had more,Positive
15050,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"She loves it, she has one of the first Kindles and uses it daily, so this new one was a surprise and she enjoys the color in some of the cookbooks. The clarity and the Washington Post was an added feature, and fact that it was so easy to use.",My wife's birthday present,Positive
15051,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I reviewed a lot of tablets before I bought this one. It is the first one I have ever purchased. I am no tech geek and it was pretty easy to figure out how to use it. I mostly bought it for and use it for: reading e-mail, facebook, and browsing the internet. I really like it and use it more than my laptop. But, if I need to do anything detailed, I use my laptop. Overall it's a great tablet for a beginner, and you can't beat the price.",Great beginner tablet.,Positive
